RegioS,k_45JaarOfOuder_15,Perioden
GM1698,0.0,1995JJ00
GM1698,0.0,1996JJ00
GM1698,0.0,1997JJ00
GM1698,0.0,1998JJ00
GM1698,0.0,1999JJ00
GM1698,0.0,2000JJ00
GM1698,0.0,2001JJ00
GM1698,0.0,2002JJ00
GM1698,,2003JJ00
GM1698,,2004JJ00
GM1698,,2005JJ00
GM1698,,2006JJ00
GM1698,,2007JJ00
GM1698,,2008JJ00
GM1698,,2009JJ00
GM1698,,2010JJ00
GM1698,,2011JJ00
GM1698,,2012JJ00
GM1698,,2013JJ00
GM1698,,2014JJ00
GM1698,,2015JJ00
GM1698,,2016JJ00
GM1698,,2017JJ00
GM1698,,2018JJ00
GM1698,,2019JJ00
GM1698,,2020JJ00
GM1698,,2021JJ00
GM1698,,2022JJ00
GM1698,,2023JJ00
GM0090,0.0,1988JJ00
GM0090,0.0,1989JJ00
GM0090,0.0,1990JJ00
GM0090,0.0,1991JJ00
GM0090,1.0,1992JJ00
GM0090,0.0,1993JJ00
GM0090,0.0,1994JJ00
GM0090,0.0,1995JJ00
GM0090,0.0,1996JJ00
GM0090,0.0,1997JJ00
GM0090,0.0,1998JJ00
GM0090,0.0,1999JJ00
GM0090,1.0,2000JJ00
GM0090,0.0,2001JJ00
GM0090,1.0,2002JJ00
GM0090,1.0,2003JJ00
GM0090,0.0,2004JJ00
GM0090,0.0,2005JJ00
GM0090,1.0,2006JJ00
GM0090,1.0,2007JJ00
GM0090,2.0,2008JJ00
GM0090,0.0,2009JJ00
GM0090,1.0,2010JJ00
GM0090,0.0,2011JJ00
GM0090,0.0,2012JJ00
GM0090,1.0,2013JJ00
GM0090,0.0,2014JJ00
GM0090,0.0,2015JJ00
GM0090,1.0,2016JJ00
GM0090,0.0,2017JJ00
GM0090,0.0,2018JJ00
GM0090,0.0,2019JJ00
GM0090,0.0,2020JJ00
GM0090,0.0,2021JJ00
GM0090,0.0,2022JJ00
GM0090,1.0,2023JJ00
GM0131,0.0,1988JJ00
GM0131,0.0,1989JJ00
GM0131,0.0,1990JJ00
GM0131,0.0,1991JJ00
GM0131,0.0,1992JJ00
GM0131,0.0,1993JJ00
GM0131,0.0,1994JJ00
GM0131,0.0,1995JJ00
GM0131,0.0,1996JJ00
GM0131,0.0,1997JJ00
GM0131,,1998JJ00
GM0131,,1999JJ00
GM0131,,2000JJ00
GM0131,,2001JJ00
GM0131,,2002JJ00
GM0131,,2003JJ00
GM0131,,2004JJ00
GM0131,,2005JJ00
GM0131,,2006JJ00
GM0131,,2007JJ00
GM0131,,2008JJ00
GM0131,,2009JJ00
GM0131,,2010JJ00
GM0131,,2011JJ00
GM0131,,2012JJ00
GM0131,,2013JJ00
GM0131,,2014JJ00
GM0131,,2015JJ00
GM0131,,2016JJ00
GM0131,,2017JJ00
GM0131,,2018JJ00
GM0131,,2019JJ00
GM0131,,2020JJ00
GM0131,,2021JJ00
GM0131,,2022JJ00
GM0131,,2023JJ00
GM0091,0.0,1988JJ00
GM0091,0.0,1989JJ00
GM0091,0.0,1990JJ00
GM0091,0.0,1991JJ00
GM0091,0.0,1992JJ00
GM0091,0.0,1993JJ00
GM0091,0.0,1994JJ00
GM0091,0.0,1995JJ00
GM0091,1.0,1996JJ00
GM0091,1.0,1997JJ00
GM0091,1.0,1998JJ00
GM0091,1.0,1999JJ00
GM0091,1.0,2000JJ00
GM0091,0.0,2001JJ00
GM0091,2.0,2002JJ00
GM0091,0.0,2003JJ00
GM0091,0.0,2004JJ00
GM0091,0.0,2005JJ00
GM0091,0.0,2006JJ00
GM0091,1.0,2007JJ00
GM0091,0.0,2008JJ00
GM0091,1.0,2009JJ00
GM0091,1.0,2010JJ00
GM0091,,2011JJ00
GM0091,,2012JJ00
GM0091,,2013JJ00
GM0091,,2014JJ00
GM0091,,2015JJ00
GM0091,,2016JJ00
GM0091,,2017JJ00
GM0091,,2018JJ00
GM0091,,2019JJ00
GM0091,,2020JJ00
GM0091,,2021JJ00
GM0091,,2022JJ00
GM0091,,2023JJ00
GM0341,0.0,1988JJ00
GM0341,,1989JJ00
GM0341,,1990JJ00
GM0341,,1991JJ00
GM0341,,1992JJ00
GM0341,,1993JJ00
GM0341,,1994JJ00
GM0341,,1995JJ00
GM0341,,1996JJ00
GM0341,,1997JJ00
GM0341,,1998JJ00
GM0341,,1999JJ00
GM0341,,2000JJ00
GM0341,,2001JJ00
GM0341,,2002JJ00
GM0341,,2003JJ00
GM0341,,2004JJ00
GM0341,,2005JJ00
GM0341,,2006JJ00
GM0341,,2007JJ00
GM0341,,2008JJ00
GM0341,,2009JJ00
GM0341,,2010JJ00
GM0341,,2011JJ00
GM0341,,2012JJ00
GM0341,,2013JJ00
GM0341,,2014JJ00
GM0341,,2015JJ00
GM0341,,2016JJ00
GM0341,,2017JJ00
GM0341,,2018JJ00
GM0341,,2019JJ00
GM0341,,2020JJ00
GM0341,,2021JJ00
GM0341,,2022JJ00
GM0341,,2023JJ00
GM0342,0.0,1988JJ00
GM0342,1.0,1989JJ00
GM0342,0.0,1990JJ00
GM0342,0.0,1991JJ00
GM0342,0.0,1992JJ00
GM0342,0.0,1993JJ00
GM0342,0.0,1994JJ00
GM0342,0.0,1995JJ00
GM0342,0.0,1996JJ00
GM0342,0.0,1997JJ00
GM0342,1.0,1998JJ00
GM0342,0.0,1999JJ00
GM0342,0.0,2000JJ00
GM0342,1.0,2001JJ00
GM0342,0.0,2002JJ00
GM0342,3.0,2003JJ00
GM0342,2.0,2004JJ00
GM0342,0.0,2005JJ00
GM0342,1.0,2006JJ00
GM0342,3.0,2007JJ00
GM0342,1.0,2008JJ00
GM0342,1.0,2009JJ00
GM0342,1.0,2010JJ00
GM0342,1.0,2011JJ00
GM0342,1.0,2012JJ00
GM0342,1.0,2013JJ00
GM0342,1.0,2014JJ00
GM0342,1.0,2015JJ00
GM0342,2.0,2016JJ00
GM0342,4.0,2017JJ00
GM0342,1.0,2018JJ00
GM0342,3.0,2019JJ00
GM0342,2.0,2020JJ00
GM0342,4.0,2021JJ00
GM0342,0.0,2022JJ00
GM0342,0.0,2023JJ00
GM0847,0.0,1988JJ00
GM0847,0.0,1989JJ00
GM0847,0.0,1990JJ00
GM0847,0.0,1991JJ00
GM0847,0.0,1992JJ00
GM0847,0.0,1993JJ00
GM0847,0.0,1994JJ00
GM0847,0.0,1995JJ00
GM0847,0.0,1996JJ00
GM0847,0.0,1997JJ00
GM0847,0.0,1998JJ00
GM0847,0.0,1999JJ00
GM0847,0.0,2000JJ00
GM0847,0.0,2001JJ00
GM0847,0.0,2002JJ00
GM0847,0.0,2003JJ00
GM0847,0.0,2004JJ00
GM0847,0.0,2005JJ00
GM0847,0.0,2006JJ00
GM0847,0.0,2007JJ00
GM0847,0.0,2008JJ00
GM0847,0.0,2009JJ00
GM0847,0.0,2010JJ00
GM0847,0.0,2011JJ00
GM0847,0.0,2012JJ00
GM0847,0.0,2013JJ00
GM0847,1.0,2014JJ00
GM0847,0.0,2015JJ00
GM0847,0.0,2016JJ00
GM0847,2.0,2017JJ00
GM0847,1.0,2018JJ00
GM0847,0.0,2019JJ00
GM0847,1.0,2020JJ00
GM0847,0.0,2021JJ00
GM0847,0.0,2022JJ00
GM0847,0.0,2023JJ00
GM0848,0.0,1988JJ00
GM0848,0.0,1989JJ00
GM0848,0.0,1990JJ00
GM0848,0.0,1991JJ00
GM0848,0.0,1992JJ00
GM0848,0.0,1993JJ00
GM0848,1.0,1994JJ00
GM0848,0.0,1995JJ00
GM0848,0.0,1996JJ00
GM0848,0.0,1997JJ00
GM0848,0.0,1998JJ00
GM0848,1.0,1999JJ00
GM0848,0.0,2000JJ00
GM0848,0.0,2001JJ00
GM0848,0.0,2002JJ00
GM0848,1.0,2003JJ00
GM0848,0.0,2004JJ00
GM0848,0.0,2005JJ00
GM0848,1.0,2006JJ00
GM0848,0.0,2007JJ00
GM0848,2.0,2008JJ00
GM0848,0.0,2009JJ00
GM0848,1.0,2010JJ00
GM0848,0.0,2011JJ00
GM0848,0.0,2012JJ00
GM0848,1.0,2013JJ00
GM0848,0.0,2014JJ00
GM0848,0.0,2015JJ00
GM0848,0.0,2016JJ00
GM0848,0.0,2017JJ00
GM0848,1.0,2018JJ00
GM0848,0.0,2019JJ00
GM0848,0.0,2020JJ00
GM0848,0.0,2021JJ00
GM0848,0.0,2022JJ00
GM0848,0.0,2023JJ00
GM0612,0.0,1988JJ00
GM0612,0.0,1989JJ00
GM0612,0.0,1990JJ00
GM0612,1.0,1991JJ00
GM0612,0.0,1992JJ00
GM0612,0.0,1993JJ00
GM0612,0.0,1994JJ00
GM0612,1.0,1995JJ00
GM0612,1.0,1996JJ00
GM0612,3.0,1997JJ00
GM0612,1.0,1998JJ00
GM0612,1.0,1999JJ00
GM0612,0.0,2000JJ00
GM0612,2.0,2001JJ00
GM0612,0.0,2002JJ00
GM0612,0.0,2003JJ00
GM0612,2.0,2004JJ00
GM0612,1.0,2005JJ00
GM0612,1.0,2006JJ00
GM0612,1.0,2007JJ00
GM0612,0.0,2008JJ00
GM0612,1.0,2009JJ00
GM0612,1.0,2010JJ00
GM0612,3.0,2011JJ00
GM0612,1.0,2012JJ00
GM0612,0.0,2013JJ00
GM0612,2.0,2014JJ00
GM0612,,2015JJ00
GM0612,,2016JJ00
GM0612,,2017JJ00
GM0612,,2018JJ00
GM0612,,2019JJ00
GM0612,,2020JJ00
GM0612,,2021JJ00
GM0612,,2022JJ00
GM0612,,2023JJ00
GM0849,0.0,1988JJ00
GM0849,0.0,1989JJ00
GM0849,0.0,1990JJ00
GM0849,0.0,1991JJ00
GM0849,0.0,1992JJ00
GM0849,0.0,1993JJ00
GM0849,1.0,1994JJ00
GM0849,0.0,1995JJ00
GM0849,0.0,1996JJ00
GM0849,,1997JJ00
GM0849,,1998JJ00
GM0849,,1999JJ00
GM0849,,2000JJ00
GM0849,,2001JJ00
GM0849,,2002JJ00
GM0849,,2003JJ00
GM0849,,2004JJ00
GM0849,,2005JJ00
GM0849,,2006JJ00
GM0849,,2007JJ00
GM0849,,2008JJ00
GM0849,,2009JJ00
GM0849,,2010JJ00
GM0849,,2011JJ00
GM0849,,2012JJ00
GM0849,,2013JJ00
GM0849,,2014JJ00
GM0849,,2015JJ00
GM0849,,2016JJ00
GM0849,,2017JJ00
GM0849,,2018JJ00
GM0849,,2019JJ00
GM0849,,2020JJ00
GM0849,,2021JJ00
GM0849,,2022JJ00
GM0849,,2023JJ00
GM1691,,1988JJ00
GM1691,,1989JJ00
GM1691,,1990JJ00
GM1691,,1991JJ00
GM1691,,1992JJ00
GM1691,,1993JJ00
GM1691,0.0,1994JJ00
GM1691,0.0,1995JJ00
GM1691,,1996JJ00
GM1691,,1997JJ00
GM1691,,1998JJ00
GM1691,,1999JJ00
GM1691,,2000JJ00
GM1691,,2001JJ00
GM1691,,2002JJ00
GM1691,,2003JJ00
GM1691,,2004JJ00
GM1691,,2005JJ00
GM1691,,2006JJ00
GM1691,,2007JJ00
GM1691,,2008JJ00
GM1691,,2009JJ00
GM1691,,2010JJ00
GM1691,,2011JJ00
GM1691,,2012JJ00
GM1691,,2013JJ00
GM1691,,2014JJ00
GM1691,,2015JJ00
GM1691,,2016JJ00
GM1691,,2017JJ00
GM1691,,2018JJ00
GM1691,,2019JJ00
GM1691,,2020JJ00
GM1691,,2021JJ00
GM1691,,2022JJ00
GM1691,,2023JJ00
GM0179,0.0,1988JJ00
GM0179,0.0,1989JJ00
GM0179,0.0,1990JJ00
GM0179,0.0,1991JJ00
GM0179,0.0,1992JJ00
GM0179,0.0,1993JJ00
GM0179,0.0,1994JJ00
GM0179,0.0,1995JJ00
GM0179,0.0,1996JJ00
GM0179,0.0,1997JJ00
GM0179,0.0,1998JJ00
GM0179,0.0,1999JJ00
GM0179,0.0,2000JJ00
GM0179,,2001JJ00
GM0179,,2002JJ00
GM0179,,2003JJ00
GM0179,,2004JJ00
GM0179,,2005JJ00
GM0179,,2006JJ00
GM0179,,2007JJ00
GM0179,,2008JJ00
GM0179,,2009JJ00
GM0179,,2010JJ00
GM0179,,2011JJ00
GM0179,,2012JJ00
GM0179,,2013JJ00
GM0179,,2014JJ00
GM0179,,2015JJ00
GM0179,,2016JJ00
GM0179,,2017JJ00
GM0179,,2018JJ00
GM0179,,2019JJ00
GM0179,,2020JJ00
GM0179,,2021JJ00
GM0179,,2022JJ00
GM0179,,2023JJ00
GM0037,0.0,1988JJ00
GM0037,0.0,1989JJ00
GM0037,0.0,1990JJ00
GM0037,0.0,1991JJ00
GM0037,0.0,1992JJ00
GM0037,0.0,1993JJ00
GM0037,0.0,1994JJ00
GM0037,0.0,1995JJ00
GM0037,0.0,1996JJ00
GM0037,0.0,1997JJ00
GM0037,0.0,1998JJ00
GM0037,1.0,1999JJ00
GM0037,0.0,2000JJ00
GM0037,0.0,2001JJ00
GM0037,0.0,2002JJ00
GM0037,1.0,2003JJ00
GM0037,2.0,2004JJ00
GM0037,1.0,2005JJ00
GM0037,0.0,2006JJ00
GM0037,0.0,2007JJ00
GM0037,0.0,2008JJ00
GM0037,1.0,2009JJ00
GM0037,0.0,2010JJ00
GM0037,0.0,2011JJ00
GM0037,0.0,2012JJ00
GM0037,2.0,2013JJ00
GM0037,0.0,2014JJ00
GM0037,0.0,2015JJ00
GM0037,0.0,2016JJ00
GM0037,0.0,2017JJ00
GM0037,1.0,2018JJ00
GM0037,0.0,2019JJ00
GM0037,0.0,2020JJ00
GM0037,0.0,2021JJ00
GM0037,1.0,2022JJ00
GM0037,0.0,2023JJ00
GM0850,0.0,1988JJ00
GM0850,0.0,1989JJ00
GM0850,0.0,1990JJ00
GM0850,0.0,1991JJ00
GM0850,0.0,1992JJ00
GM0850,0.0,1993JJ00
GM0850,0.0,1994JJ00
GM0850,0.0,1995JJ00
GM0850,0.0,1996JJ00
GM0850,,1997JJ00
GM0850,,1998JJ00
GM0850,,1999JJ00
GM0850,,2000JJ00
GM0850,,2001JJ00
GM0850,,2002JJ00
GM0850,,2003JJ00
GM0850,,2004JJ00
GM0850,,2005JJ00
GM0850,,2006JJ00
GM0850,,2007JJ00
GM0850,,2008JJ00
GM0850,,2009JJ00
GM0850,,2010JJ00
GM0850,,2011JJ00
GM0850,,2012JJ00
GM0850,,2013JJ00
GM0850,,2014JJ00
GM0850,,2015JJ00
GM0850,,2016JJ00
GM0850,,2017JJ00
GM0850,,2018JJ00
GM0850,,2019JJ00
GM0850,,2020JJ00
GM0850,,2021JJ00
GM0850,,2022JJ00
GM0850,,2023JJ00
GM0180,1.0,1988JJ00
GM0180,2.0,1989JJ00
GM0180,1.0,1990JJ00
GM0180,1.0,1991JJ00
GM0180,0.0,1992JJ00
GM0180,1.0,1993JJ00
GM0180,2.0,1994JJ00
GM0180,1.0,1995JJ00
GM0180,1.0,1996JJ00
GM0180,2.0,1997JJ00
GM0180,1.0,1998JJ00
GM0180,0.0,1999JJ00
GM0180,1.0,2000JJ00
GM0180,0.0,2001JJ00
GM0180,1.0,2002JJ00
GM0180,0.0,2003JJ00
GM0180,1.0,2004JJ00
GM0180,1.0,2005JJ00
GM0180,1.0,2006JJ00
GM0180,2.0,2007JJ00
GM0180,3.0,2008JJ00
GM0180,0.0,2009JJ00
GM0180,0.0,2010JJ00
GM0180,0.0,2011JJ00
GM0180,0.0,2012JJ00
GM0180,0.0,2013JJ00
GM0180,0.0,2014JJ00
GM0180,1.0,2015JJ00
GM0180,1.0,2016JJ00
GM0180,1.0,2017JJ00
GM0180,2.0,2018JJ00
GM0180,0.0,2019JJ00
GM0180,1.0,2020JJ00
GM0180,0.0,2021JJ00
GM0180,1.0,2022JJ00
GM0180,1.0,2023JJ00
GM0532,0.0,1988JJ00
GM0532,0.0,1989JJ00
GM0532,0.0,1990JJ00
GM0532,0.0,1991JJ00
GM0532,0.0,1992JJ00
GM0532,0.0,1993JJ00
GM0532,0.0,1994JJ00
GM0532,0.0,1995JJ00
GM0532,0.0,1996JJ00
GM0532,1.0,1997JJ00
GM0532,0.0,1998JJ00
GM0532,1.0,1999JJ00
GM0532,0.0,2000JJ00
GM0532,0.0,2001JJ00
GM0532,0.0,2002JJ00
GM0532,0.0,2003JJ00
GM0532,0.0,2004JJ00
GM0532,0.0,2005JJ00
GM0532,0.0,2006JJ00
GM0532,0.0,2007JJ00
GM0532,0.0,2008JJ00
GM0532,0.0,2009JJ00
GM0532,0.0,2010JJ00
GM0532,0.0,2011JJ00
GM0532,0.0,2012JJ00
GM0532,0.0,2013JJ00
GM0532,0.0,2014JJ00
GM0532,0.0,2015JJ00
GM0532,1.0,2016JJ00
GM0532,0.0,2017JJ00
GM0532,0.0,2018JJ00
GM0532,1.0,2019JJ00
GM0532,1.0,2020JJ00
GM0532,0.0,2021JJ00
GM0532,0.0,2022JJ00
GM0532,1.0,2023JJ00
GM0041,0.0,1988JJ00
GM0041,0.0,1989JJ00
GM0041,,1990JJ00
GM0041,,1991JJ00
GM0041,,1992JJ00
GM0041,,1993JJ00
GM0041,,1994JJ00
GM0041,,1995JJ00
GM0041,,1996JJ00
GM0041,,1997JJ00
GM0041,,1998JJ00
GM0041,,1999JJ00
GM0041,,2000JJ00
GM0041,,2001JJ00
GM0041,,2002JJ00
GM0041,,2003JJ00
GM0041,,2004JJ00
GM0041,,2005JJ00
GM0041,,2006JJ00
GM0041,,2007JJ00
GM0041,,2008JJ00
GM0041,,2009JJ00
GM0041,,2010JJ00
GM0041,,2011JJ00
GM0041,,2012JJ00
GM0041,,2013JJ00
GM0041,,2014JJ00
GM0041,,2015JJ00
GM0041,,2016JJ00
GM0041,,2017JJ00
GM0041,,2018JJ00
GM0041,,2019JJ00
GM0041,,2020JJ00
GM0041,,2021JJ00
GM0041,,2022JJ00
GM0041,,2023JJ00
GM0851,0.0,1988JJ00
GM0851,0.0,1989JJ00
GM0851,0.0,1990JJ00
GM0851,0.0,1991JJ00
GM0851,0.0,1992JJ00
GM0851,0.0,1993JJ00
GM0851,0.0,1994JJ00
GM0851,0.0,1995JJ00
GM0851,0.0,1996JJ00
GM0851,0.0,1997JJ00
GM0851,0.0,1998JJ00
GM0851,0.0,1999JJ00
GM0851,1.0,2000JJ00
GM0851,0.0,2001JJ00
GM0851,0.0,2002JJ00
GM0851,0.0,2003JJ00
GM0851,0.0,2004JJ00
GM0851,0.0,2005JJ00
GM0851,0.0,2006JJ00
GM0851,1.0,2007JJ00
GM0851,1.0,2008JJ00
GM0851,0.0,2009JJ00
GM0851,1.0,2010JJ00
GM0851,0.0,2011JJ00
GM0851,0.0,2012JJ00
GM0851,0.0,2013JJ00
GM0851,0.0,2014JJ00
GM0851,0.0,2015JJ00
GM0851,0.0,2016JJ00
GM0851,0.0,2017JJ00
GM0851,0.0,2018JJ00
GM0851,0.0,2019JJ00
GM0851,1.0,2020JJ00
GM0851,0.0,2021JJ00
GM0851,0.0,2022JJ00
GM0851,0.0,2023JJ00
GM0280,0.0,1988JJ00
GM0280,0.0,1989JJ00
GM0280,0.0,1990JJ00
GM0280,0.0,1991JJ00
GM0280,0.0,1992JJ00
GM0280,0.0,1993JJ00
GM0280,0.0,1994JJ00
GM0280,0.0,1995JJ00
GM0280,0.0,1996JJ00
GM0280,0.0,1997JJ00
GM0280,1.0,1998JJ00
GM0280,0.0,1999JJ00
GM0280,0.0,2000JJ00
GM0280,0.0,2001JJ00
GM0280,0.0,2002JJ00
GM0280,0.0,2003JJ00
GM0280,0.0,2004JJ00
GM0280,,2005JJ00
GM0280,,2006JJ00
GM0280,,2007JJ00
GM0280,,2008JJ00
GM0280,,2009JJ00
GM0280,,2010JJ00
GM0280,,2011JJ00
GM0280,,2012JJ00
GM0280,,2013JJ00
GM0280,,2014JJ00
GM0280,,2015JJ00
GM0280,,2016JJ00
GM0280,,2017JJ00
GM0280,,2018JJ00
GM0280,,2019JJ00
GM0280,,2020JJ00
GM0280,,2021JJ00
GM0280,,2022JJ00
GM0280,,2023JJ00
GM0181,0.0,1988JJ00
GM0181,0.0,1989JJ00
GM0181,0.0,1990JJ00
GM0181,0.0,1991JJ00
GM0181,0.0,1992JJ00
GM0181,0.0,1993JJ00
GM0181,0.0,1994JJ00
GM0181,0.0,1995JJ00
GM0181,0.0,1996JJ00
GM0181,0.0,1997JJ00
GM0181,0.0,1998JJ00
GM0181,0.0,1999JJ00
GM0181,0.0,2000JJ00
GM0181,0.0,2001JJ00
GM0181,1.0,2002JJ00
GM0181,,2003JJ00
GM0181,,2004JJ00
GM0181,,2005JJ00
GM0181,,2006JJ00
GM0181,,2007JJ00
GM0181,,2008JJ00
GM0181,,2009JJ00
GM0181,,2010JJ00
GM0181,,2011JJ00
GM0181,,2012JJ00
GM0181,,2013JJ00
GM0181,,2014JJ00
GM0181,,2015JJ00
GM0181,,2016JJ00
GM0181,,2017JJ00
GM0181,,2018JJ00
GM0181,,2019JJ00
GM0181,,2020JJ00
GM0181,,2021JJ00
GM0181,,2022JJ00
GM0181,,2023JJ00
GM1708,,1988JJ00
GM1708,,1989JJ00
GM1708,,1990JJ00
GM1708,,1991JJ00
GM1708,,1992JJ00
GM1708,,1993JJ00
GM1708,,1994JJ00
GM1708,,1995JJ00
GM1708,,1996JJ00
GM1708,,1997JJ00
GM1708,,1998JJ00
GM1708,,1999JJ00
GM1708,,2000JJ00
GM1708,,2001JJ00
GM1708,,2002JJ00
GM1708,0.0,2003JJ00
GM1708,0.0,2004JJ00
GM1708,0.0,2005JJ00
GM1708,0.0,2006JJ00
GM1708,1.0,2007JJ00
GM1708,0.0,2008JJ00
GM1708,2.0,2009JJ00
GM1708,0.0,2010JJ00
GM1708,0.0,2011JJ00
GM1708,2.0,2012JJ00
GM1708,0.0,2013JJ00
GM1708,3.0,2014JJ00
GM1708,0.0,2015JJ00
GM1708,0.0,2016JJ00
GM1708,2.0,2017JJ00
GM1708,1.0,2018JJ00
GM1708,0.0,2019JJ00
GM1708,2.0,2020JJ00
GM1708,1.0,2021JJ00
GM1708,2.0,2022JJ00
GM1708,0.0,2023JJ00
GM0971,0.0,1988JJ00
GM0971,0.0,1989JJ00
GM0971,0.0,1990JJ00
GM0971,0.0,1991JJ00
GM0971,1.0,1992JJ00
GM0971,0.0,1993JJ00
GM0971,0.0,1994JJ00
GM0971,0.0,1995JJ00
GM0971,0.0,1996JJ00
GM0971,0.0,1997JJ00
GM0971,0.0,1998JJ00
GM0971,0.0,1999JJ00
GM0971,0.0,2000JJ00
GM0971,0.0,2001JJ00
GM0971,0.0,2002JJ00
GM0971,0.0,2003JJ00
GM0971,0.0,2004JJ00
GM0971,0.0,2005JJ00
GM0971,0.0,2006JJ00
GM0971,0.0,2007JJ00
GM0971,0.0,2008JJ00
GM0971,0.0,2009JJ00
GM0971,1.0,2010JJ00
GM0971,2.0,2011JJ00
GM0971,0.0,2012JJ00
GM0971,0.0,2013JJ00
GM0971,0.0,2014JJ00
GM0971,0.0,2015JJ00
GM0971,1.0,2016JJ00
GM0971,0.0,2017JJ00
GM0971,0.0,2018JJ00
GM0971,0.0,2019JJ00
GM0971,0.0,2020JJ00
GM0971,1.0,2021JJ00
GM0971,0.0,2022JJ00
GM0971,0.0,2023JJ00
GM0972,0.0,1988JJ00
GM0972,0.0,1989JJ00
GM0972,0.0,1990JJ00
GM0972,,1991JJ00
GM0972,,1992JJ00
GM0972,,1993JJ00
GM0972,,1994JJ00
GM0972,,1995JJ00
GM0972,,1996JJ00
GM0972,,1997JJ00
GM0972,,1998JJ00
GM0972,,1999JJ00
GM0972,,2000JJ00
GM0972,,2001JJ00
GM0972,,2002JJ00
GM0972,,2003JJ00
GM0972,,2004JJ00
GM0972,,2005JJ00
GM0972,,2006JJ00
GM0972,,2007JJ00
GM0972,,2008JJ00
GM0972,,2009JJ00
GM0972,,2010JJ00
GM0972,,2011JJ00
GM0972,,2012JJ00
GM0972,,2013JJ00
GM0972,,2014JJ00
GM0972,,2015JJ00
GM0972,,2016JJ00
GM0972,,2017JJ00
GM0972,,2018JJ00
GM0972,,2019JJ00
GM0972,,2020JJ00
GM0972,,2021JJ00
GM0972,,2022JJ00
GM0972,,2023JJ00
GM1904,,1988JJ00
GM1904,,1989JJ00
GM1904,,1990JJ00
GM1904,,1991JJ00
GM1904,,1992JJ00
GM1904,,1993JJ00
GM1904,,1994JJ00
GM1904,,1995JJ00
GM1904,,1996JJ00
GM1904,,1997JJ00
GM1904,,1998JJ00
GM1904,,1999JJ00
GM1904,,2000JJ00
GM1904,,2001JJ00
GM1904,,2002JJ00
GM1904,,2003JJ00
GM1904,,2004JJ00
GM1904,,2005JJ00
GM1904,,2006JJ00
GM1904,,2007JJ00
GM1904,,2008JJ00
GM1904,,2009JJ00
GM1904,,2010JJ00
GM1904,5.0,2011JJ00
GM1904,4.0,2012JJ00
GM1904,1.0,2013JJ00
GM1904,1.0,2014JJ00
GM1904,1.0,2015JJ00
GM1904,2.0,2016JJ00
GM1904,4.0,2017JJ00
GM1904,2.0,2018JJ00
GM1904,0.0,2019JJ00
GM1904,2.0,2020JJ00
GM1904,5.0,2021JJ00
GM1904,0.0,2022JJ00
GM1904,1.0,2023JJ00
GM0973,0.0,1988JJ00
GM0973,0.0,1989JJ00
GM0973,0.0,1990JJ00
GM0973,0.0,1991JJ00
GM0973,0.0,1992JJ00
GM0973,0.0,1993JJ00
GM0973,0.0,1994JJ00
GM0973,1.0,1995JJ00
GM0973,0.0,1996JJ00
GM0973,0.0,1997JJ00
GM0973,,1998JJ00
GM0973,,1999JJ00
GM0973,,2000JJ00
GM0973,,2001JJ00
GM0973,,2002JJ00
GM0973,,2003JJ00
GM0973,,2004JJ00
GM0973,,2005JJ00
GM0973,,2006JJ00
GM0973,,2007JJ00
GM0973,,2008JJ00
GM0973,,2009JJ00
GM0973,,2010JJ00
GM0973,,2011JJ00
GM0973,,2012JJ00
GM0973,,2013JJ00
GM0973,,2014JJ00
GM0973,,2015JJ00
GM0973,,2016JJ00
GM0973,,2017JJ00
GM0973,,2018JJ00
GM0973,,2019JJ00
GM0973,,2020JJ00
GM0973,,2021JJ00
GM0973,,2022JJ00
GM0973,,2023JJ00
GM0617,0.0,1988JJ00
GM0617,0.0,1989JJ00
GM0617,0.0,1990JJ00
GM0617,0.0,1991JJ00
GM0617,0.0,1992JJ00
GM0617,0.0,1993JJ00
GM0617,0.0,1994JJ00
GM0617,0.0,1995JJ00
GM0617,0.0,1996JJ00
GM0617,0.0,1997JJ00
GM0617,0.0,1998JJ00
GM0617,0.0,1999JJ00
GM0617,0.0,2000JJ00
GM0617,0.0,2001JJ00
GM0617,0.0,2002JJ00
GM0617,0.0,2003JJ00
GM0617,1.0,2004JJ00
GM0617,0.0,2005JJ00
GM0617,0.0,2006JJ00
GM0617,0.0,2007JJ00
GM0617,1.0,2008JJ00
GM0617,0.0,2009JJ00
GM0617,0.0,2010JJ00
GM0617,0.0,2011JJ00
GM0617,0.0,2012JJ00
GM0617,0.0,2013JJ00
GM0617,2.0,2014JJ00
GM0617,0.0,2015JJ00
GM0617,0.0,2016JJ00
GM0617,0.0,2017JJ00
GM0617,0.0,2018JJ00
GM0617,,2019JJ00
GM0617,,2020JJ00
GM0617,,2021JJ00
GM0617,,2022JJ00
GM0617,,2023JJ00
GM1900,,1988JJ00
GM1900,,1989JJ00
GM1900,,1990JJ00
GM1900,,1991JJ00
GM1900,,1992JJ00
GM1900,,1993JJ00
GM1900,,1994JJ00
GM1900,,1995JJ00
GM1900,,1996JJ00
GM1900,,1997JJ00
GM1900,,1998JJ00
GM1900,,1999JJ00
GM1900,,2000JJ00
GM1900,,2001JJ00
GM1900,,2002JJ00
GM1900,,2003JJ00
GM1900,,2004JJ00
GM1900,,2005JJ00
GM1900,,2006JJ00
GM1900,,2007JJ00
GM1900,,2008JJ00
